Age,Gender,Country,State,Back-End,Front-End,Designer,Dev-Ops,Dev_Evang,Executive,HR,One-Person,Supervisor,Self_Employed,Remote,1_to_5,6_to_25,26_to_100,101_to_500,500_to_1000,Thousand+,Tech,Health_Care_Options,Do you know the options for mental health care available under your employer-provided coverage?,Boss_Mental_Health_Awareness,Resources,Anonymity ?,Leaving_Ease ,Supervisor_Negative_Consequence,Supervisor_Physical_Health_Negative,Co-Workers_Discussion,Supervisor_Mental_Health,Employer_Mental_Equal_Physical_Health,Negative_Co-Worker_Mental_Health ,Previous_Employer,Previous_Health_Benefits,Health_Care_Awareness ,Prev_Employers_Talk_Mental_Health ,Previous_Resources ,Previous_Anonymity ,Previous_Mental_Health_Discuss_Neg_Consequences ,Previous_Employer_Discuss_Physical_Health_Neg_Conseq,Mental_Health_Co-Workers ,Mental_Health_Supervisor ,Previous_Employer_Mental_Physical_Equal , Previous_Co-Worker_Mental_Health_Neg_Consequences ,Interview_Physical_Health_Awareness ,Interview_Mental_Health_AwarenessWould you bring up a mental health issue with a potential employer in an interview?,Mental_Health_Hurt_Career ,Co-Worker_Aware_Mental_Health_Issues ,Willing_Family_Mental_Health_Awareness ,Previous_Workplace_Poor-Response-Mental ,Family_History,Past_Mental_Health_Issue,Current_Mental_Health_Issue ,Addictive,Anxiety,ADHD,Autism,Burnout,Physical_Mental,Mood,Eating,Personality,PTSD,OCD,Substance,Have you ever sought treatment for a mental health issue from a mental health professional?,Treated_Interference_Mental_Health,No_Treatment_Interference_Mental_Health 
45,Male,United States of America,Maryland,1,1,0,0,0,0,0,0,0,0,0,,,,,,,1,2,2,1,1,0,3,0,0,0,1,2,0,1,2,2,1,1,0,1,0,1,2,2,0,0,0,1,0,3,1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3
40,Male,United States of America,Massachusetts,0,0,1,0,0,0,0,0,0,0,1,,,,,,,1,3,1,0,2,1,0,2,1,0,0,0,0,1,3,2,2,1,1,3,0,0,0,0,0,1,0,2,2,3,0,1,0,1,,,,,,,,,,,,,1,0,3
52,Male,United States of America,New Hampshire,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2,2,2,3,2,1,0,1,1,0,1,3,3,2,1,3,2,1,1,2,2,2,0,0,2,2,1,2,2,2,0,,,,,,,,,,,,,1,3,4
30,Male,United Kingdom,,0,0,0,0,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,0,1,1,1,2,0,2,1,0,0,3,0,1,2,1,,,,,,,,,,,,,1,3,4
41,Male,New Zealand,,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,3,3,0,0,2,3,1,0,1,1,0,0,1,0,0,0,0,0,2,1,1,2,0,1,0,0,1,0,2,0,0,2,0,,,,,,,,,,,,,0,0,3
31,Male,Netherlands,,1,1,0,0,0,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,3,1,0,1,2,2,0,2,1,1,1,3,1,1,2,1,,,,,,,,,,,,,1,3,1
31,Male,Switzerland,,1,1,0,1,0,0,0,0,1,0,1,,,,,,,1,0,0,2,1,1,4,0,0,1,1,2,0,1,0,0,0,0,1,2,1,1,2,2,0,2,1,1,1,3,1,1,0,1,,,,,,,,,,,,,1,1,1
44,Male,Australia,,0,0,0,0,0,1,0,0,0,0,1,,,,,,,1,1,0,0,0,1,4,1,0,0,1,0,1,1,0,2,0,0,1,2,1,0,2,0,0,1,0,2,1,3,2,2,2,1,,,,,,,,,,,,,1,2,3
37,Male,United States of America,Wisconsin,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,1,0,1,1,0,1,0,1,1,1,0,1,3,2,2,1,1,2,0,0,0,1,0,1,0,2,2,3,1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3
22,Male,Brazil,,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,1,1,2,0,0,0,0,1,0,0,2,0,0,0,2,1,0,2,0,2,1,2,0,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4
31,Female,United States of America,Tennessee,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,3,2,1,1,4,1,0,0,1,2,0,1,3,2,0,0,2,3,0,0,0,0,1,1,0,2,2,3,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4
36,Female,Bulgaria,,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,3,2,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,2,2,0,2,1,0,1,,,,,,,,,,,,,0,1,0
28,Male,Romania,,1,0,0,0,0,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,1,0,3,0,0,3,1,1,0,0,0,1,0,0,2,2,3,2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,4,4
25,Female,United States of America,Iowa,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,1,1,4,1,1,0,1,0,0,1,1,2,3,2,3,2,1,2,3,2,0,1,1,0,0,4,0,2,0,0,,,,,,,,,,,,,0,1,1
49,Male,United States of America,Kentucky,0,1,1,0,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,2,1,1,2,2,0,0,0,2,2,3,1,1,1,1,,,,,,,,,,,,,1,3,4
22,Female,United States of America,New Jersey,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,1,1,5,0,0,2,2,2,0,1,2,2,0,1,1,2,1,0,2,1,0,1,0,0,0,4,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4
43,Male,United States of America,Massachusetts,0,1,1,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,1,2,3,0,0,3,0,0,2,2,2,0,2,1,1,1,3,1,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,4
33,Male,United States of America,Indiana,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,3,1,0,0,1,0,0,0,2,2,2,1,2,1,1,,,,,,,,,,,,,1,3,3
26,Female,United States of America,California,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,3,2,0,0,1,0,2,2,0,0,0,1,1,0,3,0,0,2,2,1,1,2,0,1,0,0,2,2,3,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3
43,Male,United States of America,Tennessee,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,2,1,2,1,4,0,0,1,2,0,0,1,2,3,0,1,3,2,0,1,2,0,1,1,1,2,1,3,2,2,2,2,,,,,,,,,,,,,1,3,4
21,Male,United States of America,New York,1,1,1,0,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,3,1,1,0,2,1,1,1,2,2,1,2,2,2,1,,,,,,,,,,,,,0,3,3
39,Male,Australia,,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,2,1,1,0,2,1,0,1,0,0,2,1,1,2,2,0,2,2,1,0,0,2,1,2,2,2,2,0,,,,,,,,,,,,,0,1,1
46,Male,United Kingdom,,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3,2,2,1,1,2,1,0,2,1,1,0,1,1,0,0,0,1,2,0,0,0,2,1,2,0,1,1,3,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4
32,Male,United Kingdom,,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,2,0,1,1,2,0,1,2,1,0,0,1,2,1,2,3,2,1,0,0,1,1,3,0,2,2,0,,,,,,,,,,,,,0,3,4
31,Male,United Kingdom,,0,0,1,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,3,0,0,0,0,0,2,0,2,2,-1,0,0,0,0,,,,,,,,,,,,,0,1,1
39,Female,United Kingdom,,0,0,1,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,1,2,3,0,1,1,1,0,1,2,2,0,1,1,1,1,4,0,2,2,0,,,,,,,,,,,,,1,3,4
44,Male,Sweden,,0,1,0,0,0,0,0,0,0,0,1,,,,,,,1,2,2,0,0,1,2,1,1,0,1,1,0,1,2,1,0,0,1,2,1,1,0,2,0,1,0,2,2,3,1,1,1,1,,,,,,,,,,,,,1,2,3
36,Male,United States of America,California,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,2,2,2,2,1,0,0,2,0,1,3,3,2,2,3,2,0,0,2,3,0,2,0,2,1,2,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4
31,Female,United Kingdom,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,1,5,0,0,1,2,2,0,1,1,0,1,1,1,2,1,0,2,0,0,0,0,0,0,-1,0,0,0,0,,,,,,,,,,,,,0,1,1
36,Male,United States of America,Idaho,0,0,0,1,0,0,0,0,0,0,1,,,,,,,1,3,2,0,2,2,0,2,2,1,0,1,0,1,0,0,1,0,1,3,1,1,0,1,0,0,0,2,2,1,1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,4
31,Male,United States of America,New Mexico,0,1,1,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,2,1,1,2,2,0,1,1,2,2,3,1,0,0,0,,,,,,,,,,,,,0,1,1
23,Male,Canada,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,2,2,-1,1,0,0,0,,,,,,,,,,,,,0,1,1
23,Male,Canada,,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,3,2,0,0,2,4,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,2,1,1,0,2,,,,,,,,,,,,,0,3,3
30,Female,United States of America,Washington,0,1,1,1,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,3,0,0,0,0,0,2,0,2,2,1,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4
34,Male,Canada,,1,1,0,1,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,1,2,2,1,1,1,1,0,1,2,3,0,1,1,1,1,2,0,1,0,0,,,,,,,,,,,,,1,1,1
49,Female,United States of America,Georgia,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,5,0,0,2,2,2,0,1,1,1,0,0,1,0,0,2,3,3,0,2,1,1,1,3,0,0,0,0,,,,,,,,,,,,,0,1,1
25,Male,Bosnia and Herzegovina,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,-1,1,0,1,,,,,,,,,,,,,0,1,1
39,Male,United Kingdom,,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,2,1,0,2,1,0,2,1,1,1,4,2,0,1,1,,,,,,,,,,,,,0,3,3
37,Male,Germany,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,2,4,2,2,0,0,2,0,1,1,0,0,0,1,1,2,2,2,0,0,0,0,2,2,1,1,0,0,0,,,,,,,,,,,,,0,0,4
26,Male,United States of America,California,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,0,1,1,4,0,0,2,2,1,0,1,0,3,0,0,1,2,0,1,2,0,0,2,2,1,1,-1,0,0,0,0,,,,,,,,,,,,,0,1,1
41,Male,United States of America,Michigan,1,0,0,0,0,0,0,0,0,0,1,,,,,,,1,2,3,0,0,1,2,1,0,1,0,0,0,1,1,0,0,0,1,2,0,1,0,0,0,2,1,1,1,3,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4
28,Male,Netherlands,,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,5,0,0,1,2,1,0,0,,,,,,,,,,,,2,1,0,1,3,0,0,0,0,,,,,,,,,,,,,0,1,1
33,Male,Sweden,,1,1,0,0,0,0,0,0,0,0,1,,,,,,,1,0,0,0,0,2,2,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,3,1,0,1,0,0,1,3,0,1,2,1,,,,,,,,,,,,,1,0,4
74,Female,United States of America,California,1,0,0,0,0,0,0,0,0,0,1,,,,,,,0,1,1,2,0,2,1,2,1,2,2,0,1,1,0,1,0,0,3,3,1,1,1,1,1,1,1,1,1,1,2,0,0,0,,,,,,,,,,,,,1,4,4
28,Male,Netherlands,,1,0,0,0,0,0,0,0,0,0,1,,,,,,,0,2,2,2,2,1,5,1,0,0,2,2,0,1,0,0,0,0,1,2,1,0,0,1,0,1,1,1,0,4,0,2,2,2,,,,,,,,,,,,,1,4,4
47,Male,United States of America,Illinois,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,3,0,0,0,2,2,1,0,0,0,1,1,0,3,0,0,2,2,1,0,0,2,0,0,0,2,2,3,2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,4,4
25,Male,Bosnia and Herzegovina,,0,0,0,0,0,0,0,0,1,0,0,,,,,,,0,2,2,0,0,1,1,2,0,0,1,1,0,0,,,,,,,,,,,,2,1,2,2,1,0,1,0,1,,,,,,,,,,,,,0,1,1
51,Male,United States of America,Massachusetts,0,0,0,0,0,0,0,0,1,0,0,,,,,,,0,3,3,2,2,2,5,0,1,1,2,0,1,1,2,2,3,2,3,2,1,1,3,0,1,0,0,1,1,3,0,2,2,0,,,,,,,,,,,,,1,2,3
26,Male,United States of America,California,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,1,1,1,2,1,0,0,1,0,1,2,3,0,0,1,1,2,0,0,0,1,0,0,2,2,1,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4
24,Male,United States of America,Ohio,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,3,0,0,1,2,2,1,1,0,0,0,0,,,,,,,,,,,,1,1,1,0,1,1,2,1,1,,,,,,,,,,,,,0,1,4
33,Female,United States of America,North Carolina,0,0,0,0,0,1,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,1,3,2,0,0,1,2,1,1,0,0,0,1,0,2,1,3,1,1,2,1,,,,,,,,,,,,,1,2,3
32,Female,United States of America,North Carolina,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,3,0,0,1,3,2,0,0,0,1,0,1,3,3,0,1,1,2,1,0,0,1,0,0,0,1,2,3,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4
57,Male,United States of America,North Carolina,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,3,1,0,0,2,0,2,1,0,0,1,0,1,3,2,0,1,3,2,0,0,2,2,0,0,0,2,2,1,0,0,0,0,,,,,,,,,,,,,0,1,1
39,Male,United States of America,North Carolina,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,3,0,1,1,4,0,0,1,2,2,0,1,2,2,0,1,3,2,1,1,2,0,0,0,0,2,1,4,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3
26,Female,United States of America,Illinois,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,0,0,1,1,1,0,0,1,1,0,1,2,2,2,1,2,0,0,2,3,2,1,1,0,1,1,3,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4
38,Male,United States of America,Colorado,0,0,0,1,0,0,0,0,0,0,1,,,,,,,0,2,1,1,2,2,3,2,1,0,0,1,0,1,3,3,3,2,3,2,1,1,2,2,1,0,0,2,2,0,1,2,1,1,,,,,,,,,,,,,0,1,3
33,Male,Finland,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,1,0,0,1,0,1,0,2,1,2,0,1,3,2,3,0,1,3,0,0,0,0,0,2,0,2,2,1,1,2,2,0,,,,,,,,,,,,,0,2,3
30,Male,United States of America,Ohio,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,3,0,0,2,3,1,0,0,1,1,0,1,1,2,0,0,1,2,0,1,2,1,0,2,0,1,1,3,0,2,1,1,,,,,,,,,,,,,0,1,3
25,Female,United States of America,Illinois,1,0,0,0,0,0,0,0,0,0,1,,,,,,,1,2,2,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,2,1,3,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,4,4
40,Male,United States of America,Michigan,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,3,0,0,2,2,1,0,2,2,0,0,1,3,3,0,1,3,3,0,2,0,0,0,0,0,2,2,3,2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3
26,Female,United States of America,Illinois,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,3,0,2,2,4,1,1,2,2,2,0,1,2,3,2,1,3,2,1,1,2,2,0,1,0,1,1,3,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4
34,Male,United States of America,South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2,1,2,1,0,2,1,0,0,1,3,3,3,2,2,0,0,2,3,3,0,2,0,2,1,4,2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,4
46,Female,United States of America,Michigan,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,3,2,2,1,3,2,1,0,0,1,0,1,2,2,0,0,1,2,0,1,0,1,1,1,0,2,2,1,1,2,2,1,,,,,,,,,,,,,1,2,3
31,Female,United States of America,Ohio,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,2,1,0,0,0,0,1,3,2,2,1,0,3,0,2,3,0,2,0,0,2,1,3,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4
42,Male,Ireland,,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,3,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3
30,Male,United States of America,Michigan,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,0,0,1,3,1,0,2,2,0,0,1,1,0,0,0,1,1,0,2,2,0,0,2,2,2,1,4,1,0,0,0,,,,,,,,,,,,,0,1,1
29,Male,Austria,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,1,1,0,1,1,0,0,1,2,2,0,0,1,1,1,0,1,1,0,1,0,1,1,3,1,0,2,1,,,,,,,,,,,,,1,3,3
31,Male,United States of America,California,0,0,0,0,1,0,0,0,0,0,0,,,,,,,1,3,3,0,0,1,5,0,0,2,2,2,0,1,3,0,0,0,1,1,0,1,3,1,0,1,1,0,0,4,0,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,4
40,Male,United States of America,Pennsylvania,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,2,2,0,1,1,4,0,0,2,2,1,0,1,2,2,0,0,3,2,1,0,2,2,0,0,0,1,1,3,0,1,2,0,,,,,,,,,,,,,1,3,3
37,Male,United States of America,Michigan,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,3,1,0,0,1,5,1,0,1,1,2,0,1,2,2,2,0,1,2,1,1,2,0,1,0,0,2,2,0,2,0,0,1,,,,,,,,,,,,,0,1,1
27,Male,United States of America,Virginia,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,2,2,0,2,1,5,1,0,2,2,2,0,1,3,2,0,1,1,2,0,2,3,3,0,1,1,1,1,3,0,0,0,0,,,,,,,,,,,,,0,1,1
45,Male,United States of America,Alabama,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,2,1,0,1,1,1,1,1,0,0,1,0,1,2,3,0,2,3,3,2,0,0,1,2,0,0,2,2,-1,1,0,0,0,,,,,,,,,,,,,0,1,1
29,Male,United States of America,Michigan,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,2,1,0,0,2,5,1,0,1,1,1,0,0,,,,,,,,,,,,0,0,1,1,4,0,2,0,0,,,,,,,,,,,,,0,1,1
47,Female,United States of America,Michigan,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,1,0,2,2,5,0,0,2,2,2,0,1,3,3,2,1,3,0,0,1,2,2,1,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,0,1,1
33,Male,United States of America,Oklahoma,1,0,0,1,1,0,0,0,0,0,2,,,,,,,1,2,1,0,0,2,5,0,0,2,2,2,0,1,1,0,2,0,3,1,1,1,2,2,0,1,1,0,1,3,1,0,0,0,,,,,,,,,,,,,0,1,1
32,Male,United States of America,Washington,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,2,1,0,1,2,3,1,1,0,0,1,0,1,1,0,0,0,1,3,2,0,0,0,0,0,0,2,1,-1,0,0,0,0,,,,,,,,,,,,,0,1,1
29,Male,United States of America,Michigan,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,0,0,1,5,0,0,2,2,2,0,1,1,0,2,1,1,2,0,1,2,2,0,2,1,1,1,4,1,0,0,0,,,,,,,,,,,,,0,1,1
36,Male,United States of America,Michigan,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,2,0,0,2,4,0,0,1,1,1,0,1,2,2,0,1,2,1,1,1,2,2,0,2,1,0,1,3,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4
35,Female,United States of America,Oklahoma,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,0,0,1,1,2,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,2,2,-1,0,1,0,0,,,,,,,,,,,,,0,1,1
40,Male,United States of America,Alaska,1,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,3,1,0,1,1,5,1,0,1,2,2,0,1,2,2,0,1,1,2,0,1,2,2,0,0,0,1,1,1,1,2,1,0,,,,,,,,,,,,,0,2,3
36,Male,United States of America,Delaware,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,3,2,0,0,1,0,1,0,0,0,1,0,1,2,2,0,0,1,3,0,1,0,0,1,1,0,2,1,1,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,4,4
39,Female,United States of America,Oklahoma,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,1,2,1,3,2,1,0,0,1,0,1,1,2,1,1,1,3,1,0,0,1,0,0,0,2,2,1,0,1,1,0,,,,,,,,,,,,,1,1,1
38,Male,United States of America,Alaska,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,3,1,1,2,2,4,0,0,1,2,2,0,1,2,2,0,0,1,3,1,1,0,0,2,0,0,1,0,0,2,0,0,1,,,,,,,,,,,,,0,0,2
23,Male,United States of America,Oklahoma,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,2,2,1,2,5,0,0,2,2,2,0,1,1,2,2,1,3,0,0,2,3,2,0,2,1,1,0,4,0,1,1,1,,,,,,,,,,,,,1,2,3
29,Male,United States of America,Oklahoma,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,2,2,1,0,0,1,0,1,0,0,0,0,1,2,1,0,1,0,2,0,0,2,2,1,2,2,0,0,,,,,,,,,,,,,0,1,1
38,Male,United States of America,Michigan,1,1,0,1,0,0,0,0,1,0,2,,,,,,,1,2,1,0,1,1,5,0,0,1,1,2,0,1,1,0,0,0,1,0,0,0,0,2,0,2,2,0,0,-1,0,0,0,0,,,,,,,,,,,,,0,1,1
34,Female,United States of America,Ohio,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3,3,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,2,1,1,0,1,1,0,0,2,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4
28,Male,Brazil,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,5,1,1,0,0,0,0,1,0,0,0,0,0,3,2,0,1,0,0,0,0,2,2,2,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
38,Male,New Zealand,,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,2,5,0,0,2,2,2,0,1,2,2,2,1,3,2,1,1,2,2,1,2,2,2,0,4,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,4,4
25,Female,United States of America,North Carolina,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,3,2,2,2,0,2,1,0,0,0,0,1,2,2,0,0,3,2,1,0,0,0,0,0,0,2,1,3,1,1,1,1,,,,,,,,,,,,,1,1,3
36,Female,United States of America,Michigan,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,3,2,2,2,4,0,0,2,2,2,0,1,2,3,2,1,2,2,1,1,0,0,1,2,1,0,0,4,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
57,Female,United States of America,Colorado,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,1,1,0,2,2,0,0,0,1,1,1,0,0,0,1,3,1,0,0,0,1,0,0,2,2,1,2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,3,3
46,Male,Ireland,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,1,0,1,0,0,0,0,0,1,2,1,0,1,1,3,0,0,0,0,0,0,0,2,2,4,1,2,2,0,,,,,,,,,,,,,1,0,3
49,Male,United States of America,California,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,3,0,2,1,0,2,0,0,0,0,0,1,3,3,0,1,1,3,0,0,0,0,1,1,0,2,2,3,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4
34,Male,United States of America,North Carolina,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,1,0,1,2,2,1,0,0,1,0,0,1,2,2,0,1,3,2,1,0,2,0,0,1,0,2,2,3,1,0,2,0,,,,,,,,,,,,,1,3,3
43,Male,United Kingdom,,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,0,0,2,5,0,0,1,2,2,0,1,0,0,0,0,1,2,1,1,2,0,0,1,1,1,0,3,2,0,0,0,,,,,,,,,,,,,0,1,1
35,Male,Ireland,,1,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,0,0,2,0,0,2,2,,,,,,,,,,,,,0,4,4
32,Male,United States of America,Nebraska,1,0,0,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,,,1,2,3,0,0,0,1,0,0,0,0,2,1,0,2,2,-1,2,0,2,0,,,,,,,,,,,,,1,1,1
33,Male,United States of America,California,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,3,0,0,1,0,1,1,1,1,0,0,1,3,2,0,0,1,1,1,1,0,0,0,0,0,1,1,3,1,2,2,2,,,,,,,,,,,,,1,0,3
