Age,Gender,Country,state,self_employed,family_history,work_interfere,<5,5_to_25,26-100,100-500,500-1000,1000+,remote_work,tech_company,benefits,care_options,leave,obs_consequence,seek_help,treatment,coworkers,supervisor,,
25,Male,United States,IL,0,1,2,0,0,1,0,0,0,0,0,2,2,1,0,0,1,1,0,,
46,Male,United States,MD,1,1,2,1,0,0,0,0,0,1,1,2,1,5,1,1,0,2,2,,
41,Male,United States,IA,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,,
33,Male,United States,CA,0,1,1,0,0,1,0,0,0,0,1,2,1,1,0,2,1,2,2,,
35,Male,United States,TN,0,1,2,0,0,0,0,0,1,0,0,2,2,5,0,1,1,1,2,,
30,Male,United Kingdom,NA,0,1,2,0,0,0,0,1,0,1,1,1,0,4,0,0,1,1,2,,
42,Male,United States,WA,0,1,2,0,0,1,0,0,0,1,1,2,2,5,0,2,1,1,1,,
24,Male,United Kingdom,NA,0,0,2,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,,
24,Male,United States,NY,0,1,2,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,2,,
26,Female,Poland,NA,0,0,2,0,0,1,0,0,0,1,1,1,1,5,0,2,1,2,2,,
36,Male,United States,TX,0,0,2,0,0,0,1,0,0,1,1,2,0,1,0,2,0,1,1,,
32,Male,United States,UT,0,1,2,0,0,1,0,0,0,1,1,0,0,3,0,0,1,1,0,,
28,Male,Germany,NA,0,0,0,0,1,0,0,0,0,1,1,1,0,5,0,1,0,1,1,,
40,Male,United States,TX,0,0,2,0,0,1,0,0,0,0,1,0,2,2,0,0,1,2,2,,
31,Male,Mexico,NA,0,1,2,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,2,,
22,Male,United States,NY,0,0,2,0,0,0,0,1,0,0,1,2,2,1,0,1,1,0,0,,
45,Male,United States,MO,0,1,1,0,1,0,0,0,0,1,1,2,2,5,0,2,1,2,2,,
27,Male,United States,WA,0,1,0,0,0,0,0,1,0,0,1,2,0,1,0,2,0,1,0,,
33,Male,United States,IL,0,1,2,0,0,0,0,0,1,0,1,2,2,5,0,0,1,2,1,,
32,Male,United States,CA,0,0,1,1,0,0,0,0,0,1,1,0,2,2,0,0,0,2,1,,
24,Male,Canada,NA,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,2,,
28,Male,Poland,NA,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,2,2,,
37,Male,United Kingdom,NA,0,1,1,0,0,0,0,0,1,0,0,2,2,3,1,2,1,1,0,,
33,Female,United States,WA,1,1,2,1,0,0,0,0,0,0,1,0,2,2,0,2,1,1,2,,
29,Male,Mexico,NA,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,2,,
24,Male,United Kingdom,NA,0,0,2,0,1,0,0,0,0,0,1,1,0,4,0,1,0,1,2,,
37,Male,Ireland,NA,0,0,2,1,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,,
32,Female,United States,MA,0,0,2,0,0,0,1,0,0,0,0,2,2,5,0,1,1,2,2,,
30,Male,Germany,NA,1,0,3,0,1,0,0,0,0,1,1,2,2,2,0,0,1,1,2,,
23,Male,United States,PA,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,2,,
37,Male,Canada,NA,0,1,3,0,0,1,0,0,0,0,1,2,2,1,0,1,1,1,1,,
32,Male,United States,NC,0,1,2,1,0,0,0,0,0,1,1,0,0,1,0,0,1,2,2,,
29,Female,United States,NY,0,1,1,0,0,0,0,1,0,1,0,2,2,1,0,1,1,1,0,,
23,Male,United States,AL,0,1,2,0,0,1,0,0,0,1,0,1,0,4,0,1,1,1,1,,
25,Male,Australia,NA,0,1,3,0,1,0,0,0,0,0,1,0,2,2,1,0,1,0,0,,
29,Male,Poland,NA,0,1,1,0,1,0,0,0,0,0,1,0,2,2,0,0,1,1,1,,
41,Male,United States,AL,0,0,2,0,0,1,0,0,0,1,1,2,2,5,0,0,1,2,2,,
37,Female,United States,CA,0,1,3,0,0,1,0,0,0,0,1,2,2,1,0,0,1,1,1,,
22,Male,Australia,NA,1,1,2,0,1,0,0,0,0,1,1,1,1,4,1,2,1,1,2,,
27,Male,United Kingdom,NA,0,1,2,0,1,0,0,0,0,0,1,0,0,4,0,0,1,2,2,,
30,Female,United States,SC,0,1,2,0,0,1,0,0,0,0,1,2,2,5,0,1,1,2,2,,
23,Male,United States,AL,0,1,2,0,0,0,1,0,0,0,0,1,0,1,0,0,1,2,2,,
27,Male,United States,MA,0,0,2,0,0,0,0,0,1,0,1,2,2,1,0,2,1,0,0,,
26,Male,United States,OK,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,2,,
32,Male,United States,MI,0,1,1,0,0,0,0,0,1,0,0,2,2,1,0,2,1,1,2,,
21,Female,United States,CA,0,1,1,0,0,1,0,0,0,0,1,1,1,4,0,0,1,1,0,,
25,Male,Germany,NA,0,1,3,0,0,1,0,0,0,1,1,0,0,4,0,0,1,2,2,,
33,Female,Sweden,NA,0,1,1,0,0,0,0,0,1,0,1,2,2,1,0,2,1,1,0,,
28,Male,New Zealand,NA,0,1,2,0,1,0,0,0,0,1,1,2,2,5,0,0,1,2,2,,
24,Female,United States,NY,0,1,1,0,1,0,0,0,0,0,1,0,0,5,0,0,1,0,1,,
33,Male,United States,MS,1,0,3,1,0,0,0,0,0,1,1,0,0,4,0,0,1,1,1,,
41,Male,United States,PA,0,0,2,0,0,0,0,0,1,0,1,2,2,1,1,2,1,1,2,,
27,Male,United States,OR,0,1,2,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,,
36,Male,United States,MI,0,0,2,0,0,0,0,0,1,0,1,1,0,4,0,0,0,2,2,,
32,Male,United Kingdom,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,,
58,Male,United States,CA,0,0,1,0,0,0,0,0,1,0,1,2,2,4,0,2,1,1,2,,
23,Male,Germany,NA,1,1,3,0,0,1,0,0,0,1,1,1,0,1,0,1,1,2,2,,
23,Male,United States,VA,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,2,2,,
43,Male,United States,CA,0,0,2,0,0,0,0,0,1,0,1,2,2,4,0,2,1,0,0,,
43,Male,Germany,NA,0,0,2,0,0,1,0,0,0,0,0,0,2,4,1,0,1,1,1,,
25,Male,Germany,NA,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,0,2,2,,
42,Male,United States,KS,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,2,2,,
47,Male,United States,CA,0,1,2,0,0,0,0,0,1,0,1,2,2,5,0,2,1,1,2,,
36,Male,United States,IL,1,1,2,1,0,0,0,0,0,1,1,1,2,3,0,0,1,1,2,,
31,Male,Australia,NA,0,0,1,0,0,0,1,0,0,0,1,2,2,4,0,2,1,2,2,,
32,Male,United Kingdom,NA,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,2,2,,
36,Male,United States,CA,0,1,2,0,0,0,0,0,1,0,1,2,0,3,0,2,1,1,2,,
30,Male,Germany,NA,0,0,3,0,0,1,0,0,0,0,1,0,0,4,0,0,0,1,1,,
32,Male,New Zealand,NA,0,0,2,0,1,0,0,0,0,0,1,0,0,5,0,0,1,1,2,,
27,Female,New Zealand,NA,0,1,1,0,0,0,1,0,0,1,1,0,0,4,0,0,1,1,1,,
22,Male,Netherlands,NA,0,1,2,0,1,0,0,0,0,1,1,0,1,4,0,1,1,1,2,,
33,Male,Australia,NA,0,0,0,0,0,0,0,0,1,0,1,1,1,5,0,1,0,1,2,,
32,Male,United States,CA,0,0,2,0,0,0,0,0,1,0,1,2,0,4,0,2,1,2,1,,
31,Male,United States,CA,0,1,2,0,0,0,0,0,1,0,1,2,1,4,0,1,0,0,1,,
29,Male,Canada,NA,1,0,0,0,0,1,0,0,0,1,1,2,2,2,0,0,0,1,0,,
34,Male,United States,NH,0,1,2,0,0,1,0,0,0,1,1,2,2,1,1,0,1,1,1,,
30,Male,Singapore,NA,0,0,2,0,0,1,0,0,0,0,1,1,1,4,1,0,0,1,0,,
22,Male,United Kingdom,NA,0,1,2,0,0,0,1,0,0,0,1,2,2,5,0,0,1,1,2,,
22,Male,Netherlands,NA,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,2,,
31,Female,United States,WA,0,0,3,0,0,1,0,0,0,1,1,2,2,5,0,0,1,1,1,,
28,Male,Germany,NA,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,1,1,,
22,Female,Netherlands,NA,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,,
54,Male,United Kingdom,NA,1,1,2,1,0,0,0,0,0,1,1,1,1,5,1,0,1,1,2,,
30,Male,United Kingdom,NA,0,1,2,0,0,0,0,0,1,0,1,2,2,1,0,1,1,1,2,,
32,Male,United States,NY,1,0,2,1,0,0,0,0,0,1,1,1,1,5,0,1,1,2,2,,
30,Male,Canada,NA,0,1,2,0,0,0,0,0,1,0,0,1,0,2,1,0,1,1,0,,
37,Male,United Kingdom,NA,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2,2,,
33,Male,United Kingdom,NA,1,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,2,1,,
39,Male,United Kingdom,NA,0,0,2,0,0,0,1,0,0,0,1,0,0,5,0,0,1,0,1,,
31,Male,United States,TX,0,1,2,0,0,1,0,0,0,0,1,2,2,4,0,1,1,1,2,,
30,Male,United States,TX,1,0,2,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,,
19,Male,Canada,NA,0,0,2,0,0,1,0,0,0,0,1,1,1,3,0,0,1,1,2,,
21,Male,United States,IL,0,0,3,0,0,0,0,0,1,0,0,0,2,1,1,0,1,1,1,,
27,Male,United Kingdom,NA,0,0,0,0,0,1,0,0,0,0,1,1,1,4,0,1,0,1,0,,
28,Male,United Kingdom,NA,0,0,0,0,0,1,0,0,0,0,1,1,1,4,0,0,0,1,2,,
43,Male,United Kingdom,NA,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,2,2,,
33,Male,United States,WI,0,0,2,0,1,0,0,0,0,1,1,0,2,3,0,0,1,2,2,,
37,Female,United States,TX,0,0,3,0,1,0,0,0,0,1,1,1,1,3,1,0,1,1,1,,
35,Female,United States,LA,0,0,2,0,0,0,1,0,0,0,0,2,0,2,1,0,1,0,1,,
35,Male,United States,MO,0,0,3,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,,
39,Female,United States,WA,0,0,2,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,,
35,Male,Denmark,NA,1,1,3,1,0,0,0,0,0,0,1,0,2,4,0,0,1,1,1,,
35,Male,Denmark,NA,1,1,3,1,0,0,0,0,0,0,1,0,2,4,0,0,1,1,1,,
34,Male,United States,TX,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,,
24,Female,United States,NY,0,1,3,0,1,0,0,0,0,0,1,2,2,5,1,0,1,1,2,,
56,Male,United States,CA,0,0,1,0,0,0,0,0,1,1,1,2,2,4,0,2,1,2,2,,
32,Female,United Kingdom,NA,0,1,2,0,0,0,1,0,0,0,1,1,0,3,1,0,1,1,1,,
36,Male,United States,VA,1,0,0,1,0,0,0,0,0,0,1,2,0,3,0,1,0,1,2,,
40,Male,United States,TN,0,1,3,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,,
28,Male,United States,TN,0,1,2,0,1,0,0,0,0,0,1,1,1,4,0,1,0,1,2,,
42,Male,New Zealand,NA,0,0,2,0,0,0,0,0,1,0,0,0,2,3,1,0,1,1,1,,
26,Male,United States,WA,0,1,2,0,0,0,0,0,1,0,1,1,1,2,1,2,1,1,1,,
43,Male,United States,WA,0,0,1,0,0,0,0,0,1,0,1,2,2,4,0,2,1,2,2,,
33,Male,Germany,NA,0,1,3,0,0,1,0,0,0,0,1,1,1,4,0,0,1,1,2,,
25,Male,Germany,NA,1,0,2,0,1,0,0,0,0,1,1,0,2,4,0,0,0,1,2,,
28,Male,United States,NY,0,1,3,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,,
29,Male,United Kingdom,NA,0,0,2,0,1,0,0,0,0,1,1,0,0,5,0,0,1,2,2,,
28,Male,United Kingdom,NA,0,0,3,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,,
38,Male,United States,PA,0,1,2,0,0,0,1,0,0,1,0,2,2,5,0,2,1,2,2,,
39,Male,United States,IN,0,1,2,0,1,0,0,0,0,1,1,0,2,4,0,0,1,1,2,,
25,Male,United States,NA,0,0,1,0,0,1,0,0,0,1,1,1,0,4,1,0,0,1,1,,
31,Female,United States,FL,0,1,3,0,0,1,0,0,0,0,1,0,0,2,1,0,1,0,0,,
29,Female,United Kingdom,NA,0,0,3,0,0,0,0,0,1,0,0,2,2,1,1,0,1,1,0,,
28,Female,United States,OR,0,0,1,0,1,0,0,0,0,0,1,2,2,5,0,2,1,1,1,,
32,Male,United States,TN,0,1,3,0,0,0,1,0,0,0,1,0,2,2,0,0,1,2,2,,
24,Male,United States,WI,0,1,1,0,1,0,0,0,0,1,1,1,0,5,0,0,1,2,2,,
26,Male,Australia,NA,0,1,1,0,0,1,0,0,0,0,1,0,0,5,0,1,1,2,2,,
29,Male,France,NA,0,0,3,0,1,0,0,0,0,0,1,2,0,4,0,0,1,2,1,,
25,Male,United States,MN,0,1,2,1,0,0,0,0,0,1,1,1,0,5,0,1,1,2,2,,
38,Male,United States,NY,0,1,1,0,0,0,0,0,1,0,0,2,2,4,0,2,1,0,2,,
32,Male,United Kingdom,NA,1,0,1,1,0,0,0,0,0,0,1,0,2,5,1,2,1,1,2,,
26,Male,Germany,NA,1,1,3,1,0,0,0,0,0,0,1,0,0,1,1,0,1,2,2,,
42,Female,United States,WA,0,1,2,0,0,1,0,0,0,0,0,2,2,1,0,0,1,1,1,,
26,Male,Moldova,NA,0,0,3,0,0,1,0,0,0,0,1,0,2,2,0,0,1,2,2,,
29,Male,Sweden,NA,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,,
23,Male,Israel,NA,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,2,0,2,2,,
38,Male,United Kingdom,NA,0,1,2,1,0,0,0,0,0,0,1,0,1,5,0,1,1,1,2,,
35,Male,United States,IN,0,1,3,0,0,0,0,0,1,0,0,2,2,4,0,2,1,0,1,,
34,Male,Poland,NA,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,,
23,Male,United Kingdom,NA,0,0,2,1,0,0,0,0,0,0,1,0,0,2,1,0,1,2,2,,
29,Male,United States,OH,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,2,,
37,Male,United Kingdom,NA,0,0,0,0,0,1,0,0,0,1,1,1,0,4,0,0,0,1,2,,
34,Male,United Kingdom,NA,0,1,3,0,0,1,0,0,0,1,0,1,1,4,0,0,0,1,2,,
46,Male,United States,MD,0,1,2,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,2,,
41,Female,Netherlands,NA,1,0,1,1,0,0,0,0,0,1,1,1,2,4,0,2,1,2,2,,
25,Male,United Kingdom,NA,0,1,2,0,0,0,0,0,1,0,0,2,2,5,0,2,1,2,2,,
30,Male,Netherlands,NA,0,0,2,0,0,0,0,1,0,0,1,1,0,1,0,0,0,2,2,,
32,Male,United States,OR,0,0,0,0,0,0,1,0,0,0,1,2,1,4,0,2,0,0,1,,
36,Male,South Africa,NA,0,1,3,0,0,0,1,0,0,0,0,0,2,4,0,0,1,1,2,,
